what,kind,bundleId,bundleVersion,description,time
stopped,bundle,org.eclipse.jst.jsf.common.ui,1.2.0.v20100329,"org.eclipse.jst.jsf.common.ui",1328636766708
stopped,bundle,org.eclipse.jst.ws.cxf.creation.ui,1.0.0.v201003311345,"org.eclipse.jst.ws.cxf.creation.ui",1328636766708
stopped,bundle,org.eclipse.jst.ws.cxf.consumption.ui,1.0.0.v201003222311,"org.eclipse.jst.ws.cxf.consumption.ui",1328636766708
stopped,bundle,org.eclipse.jst.ws.cxf.consumption.core,1.0.0.v201003222311,"org.eclipse.jst.ws.cxf.consumption.core",1328636766708
stopped,bundle,org.eclipse.jst.ws.cxf.creation.core,1.0.0.v201003311345,"org.eclipse.jst.ws.cxf.creation.core",1328636766708
stopped,bundle,org.eclipse.jst.ws.cxf.ui,1.0.0.v201004171919,"org.eclipse.jst.ws.cxf.ui",1328636766709
stopped,bundle,org.eclipse.jst.ws.cxf.core,1.0.0.v201003311345,"org.eclipse.jst.ws.cxf.core",1328636766709
stopped,bundle,org.eclipse.jst.ws.jaxws.ui,1.0.0.v201004262257,"org.eclipse.jst.ws.jaxws.ui",1328636766709
stopped,bundle,org.eclipse.jst.ws.jaxws.core,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.core",1328636766709
stopped,bundle,org.eclipse.jst.ws.annotations.core,1.0.0.v201004262257,"org.eclipse.jst.ws.annotations.core",1328636766709
stopped,bundle,org.eclipse.jst.ws.jaxws.dom.integration,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.dom.integration",1328636766709
stopped,bundle,org.eclipse.jst.ws.axis.creation.ui,1.0.600.v201008171516,"org.eclipse.jst.ws.axis.creation.ui",1328636766709
stopped,bundle,org.eclipse.jst.ws.axis.consumption.ui,1.0.505.v201004211805,"org.eclipse.jst.ws.axis.consumption.ui",1328636766709
stopped,bundle,org.eclipse.jst.ws.axis2.creation.ui,1.0.104.v201004211805,"org.eclipse.jst.ws.axis2.creation.ui",1328636766709
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.ui,1.0.103.v201004211805,"org.eclipse.jst.ws.axis2.consumption.ui",1328636766709
stopped,bundle,org.eclipse.jst.ws.axis2.creation.core,1.0.106.v201004211805,"org.eclipse.jst.ws.axis2.creation.core",1328636766709
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.core,1.0.105.v201004211805,"org.eclipse.jst.ws.axis2.consumption.core",1328636766709
stopped,bundle,org.eclipse.jst.ws.axis2.ui,1.0.303.v201003110431,"org.eclipse.jst.ws.axis2.ui",1328636766709
stopped,bundle,org.eclipse.jst.ws.uddiregistry,1.0.500.v201004211805,"org.eclipse.jst.ws.uddiregistry",1328636766709
stopped,bundle,org.eclipse.jst.ws.creation.ui,1.0.510.v201011041151,"org.eclipse.jst.ws.creation.ui",1328636766709
stopped,bundle,org.eclipse.jst.ws.consumption.ui,1.1.302.v201101191731,"org.eclipse.jst.ws.consumption.ui",1328636766709
stopped,bundle,org.eclipse.jst.ws.ui,1.0.403.v201004211805,"org.eclipse.jst.ws.ui",1328636766710
stopped,bundle,org.springframework.ide.eclipse.aop.ui.matcher,2.3.2.201003220227-RELEASE,"org.springframework.ide.eclipse.aop.ui.matcher",1328636766710
stopped,bundle,org.springframework.ide.eclipse.aop.ui,2.3.2.201003220227-RELEASE,"org.springframework.ide.eclipse.aop.ui",1328636766710
stopped,bundle,org.springframework.ide.eclipse.batch,2.3.2.201003220227-RELEASE,"org.springframework.ide.eclipse.batch",1328636766710
stopped,bundle,org.springframework.ide.eclipse.security,2.3.2.201003220227-RELEASE,"org.springframework.ide.eclipse.security",1328636766710
stopped,bundle,org.springframework.ide.eclipse.aop.core,2.3.2.201003220227-RELEASE,"org.springframework.ide.eclipse.aop.core",1328636766712
stopped,bundle,org.springframework.ide.eclipse.beans.ui.refactoring,2.3.2.201003220227-RELEASE,"org.springframework.ide.eclipse.beans.ui.refactoring",1328636766712
stopped,bundle,org.springframework.ide.eclipse.integration,2.3.2.201003220227-RELEASE,"org.springframework.ide.eclipse.integration",1328636766712
stopped,bundle,org.springframework.ide.eclipse.osgi,2.3.2.201003220227-RELEASE,"org.springframework.ide.eclipse.osgi",1328636766712
stopped,bundle,org.springframework.ide.eclipse.webflow.ui,2.3.2.201003220227-RELEASE,"org.springframework.ide.eclipse.webflow.ui",1328636766712
stopped,bundle,org.springframework.ide.eclipse.webflow.ui.graph,2.3.2.201003220227-RELEASE,"org.springframework.ide.eclipse.webflow.ui.graph",1328636766712
stopped,bundle,org.springframework.ide.eclipse.webflow.ui.editor,2.3.2.201003220227-RELEASE,"org.springframework.ide.eclipse.webflow.ui.editor",1328636766712
stopped,bundle,org.springframework.ide.eclipse.webflow.core,2.3.2.201003220227-RELEASE,"org.springframework.ide.eclipse.webflow.core",1328636766713
stopped,bundle,org.springframework.ide.eclipse.beans.ui.editor,2.3.2.201003220227-RELEASE,"org.springframework.ide.eclipse.beans.ui.editor",1328636766713
stopped,bundle,org.springframework.ide.eclipse.beans.ui.autowire,2.3.2.201003220227-RELEASE,"org.springframework.ide.eclipse.beans.ui.autowire",1328636766713
stopped,bundle,org.springframework.ide.eclipse.beans.ui.graph,2.3.2.201003220227-RELEASE,"org.springframework.ide.eclipse.beans.ui.graph",1328636766713
stopped,bundle,org.springframework.ide.eclipse.beans.ui.search,2.3.2.201003220227-RELEASE,"org.springframework.ide.eclipse.beans.ui.search",1328636766713
stopped,bundle,org.springframework.ide.eclipse.beans.ui,2.3.2.201003220227-RELEASE,"org.springframework.ide.eclipse.beans.ui",1328636766713
stopped,bundle,org.springframework.ide.eclipse.ui,2.3.2.201003220227-RELEASE,"org.springframework.ide.eclipse.ui",1328636766718
stopped,bundle,com.collabnet.subversion.merge,2.1.0,"com.collabnet.subversion.merge",1328636766718
stopped,bundle,org.tigris.subversion.subclipse.graph,1.0.8,"org.tigris.subversion.subclipse.graph",1328636766718
